id	length	tokens	group	pubYear	title	author	source	lat	lon	incipit	
301	140	20	Märchen	1812–1815	Das gute Pflaster	Jacob und Wilhelm Grimm	http://www.zeno.org/Literatur/M/Grimm,+Jacob+und+Wilhelm/M%C3%A4rchen/Kinder-+und+Hausm%C3%A4rchen+(1812-15)/Erster+Band/85.+Fragmente/d.+Das+gute+Pflaster			Zwei Näthersmädchen hatten nichts geerbt, als ein gutes, altes Pflaster, welches Geld machte, und wovon sie außer ihrem Nähverdienst lebten.
302	207	37	Märchen	1812–1815	Der Fuchs und die Gänse	Jacob und Wilhelm Grimm	http://www.zeno.org/Literatur/M/Grimm,+Jacob+und+Wilhelm/M%C3%A4rchen/Kinder-+und+Hausm%C3%A4rchen+(1812-15)/Erster+Band/86.+Der+Fuchs+und+die+G%C3%A4nse			Der Fuchs kam einmal auf eine Wiese, wo eine Heerde schöner fetter Gänse saß, da lachte er und sprach: »Ei, ich komme ja wie gerufen, ihr sitzt hübsch beisammen, da kann ich eine nach der andern auffressen.«
303	195	36	Märchen	1812–1815	Der Arme und der Reiche	Jacob und Wilhelm Grimm	http://www.zeno.org/Literatur/M/Grimm,+Jacob+und+Wilhelm/M%C3%A4rchen/Kinder-+und+Hausm%C3%A4rchen+(1812-15)/Zweiter+Band/1.+Der+Arme+und+der+Reiche			Vor alten Zeiten, als der liebe Gott selber auf Erden unter den Menschen wandelte, trug es sich zu, daß er eines Abends müd war und ihn die Nacht überfiel, eh' er zu einer Herberge kommen konnte.
304	134	24	Märchen	1812–1815	Das singende, springende Löweneckerchen	Jacob und Wilhelm Grimm	http://www.zeno.org/Literatur/M/Grimm,+Jacob+und+Wilhelm/M%C3%A4rchen/Kinder-+und+Hausm%C3%A4rchen+(1812-15)/Zweiter+Band/2.+Das+singende,+springende+L%C3%B6weneckerchen			Es war einmal ein Mann, der hatte eine große Reise vor und beim Abschied fragte er seine drei Töchter, was er ihnen mitbringen sollte.
305	196	33	Märchen	1812–1815	Die Gänsemagd	Jacob und Wilhelm Grimm	http://www.zeno.org/Literatur/M/Grimm,+Jacob+und+Wilhelm/M%C3%A4rchen/Kinder-+und+Hausm%C3%A4rchen+(1812-15)/Zweiter+Band/3.+Die+G%C3%A4nsemagd			Es lebte einmal eine alte Königin, der war ihr Gemahl schon lange Jahre gestorben und sie hatte eine schöne Tochter, wie die erwuchs, wurde sie weit über Feld auch an einen Königssohn versprochen.
306	136	24	Märchen	1812–1815	Von einem jungen Riesen	Jacob und Wilhelm Grimm	http://www.zeno.org/Literatur/M/Grimm,+Jacob+und+Wilhelm/M%C3%A4rchen/Kinder-+und+Hausm%C3%A4rchen+(1812-15)/Zweiter+Band/4.+Von+einem+jungen+Riesen			Ein Bauersmann hatte einen Sohn, der war so groß wie ein Daumen und ward gar nicht größer, und wuchs in etlichen Jahren nicht haarbreit.
307	123	21	Märchen	1812–1815	Der König vom goldenen Berg	Jacob und Wilhelm Grimm	http://www.zeno.org/Literatur/M/Grimm,+Jacob+und+Wilhelm/M%C3%A4rchen/Kinder-+und+Hausm%C3%A4rchen+(1812-15)/Zweiter+Band/6.+Der+K%C3%B6nig+vom+goldenen+Berg			Ein Kaufmann, der hatte zwei Kinder, einen Buben und ein Mädchen, die waren beide noch klein und konnten noch nicht laufen.
308	104	19	Märchen	1812–1815	Die Rabe	Jacob und Wilhelm Grimm	http://www.zeno.org/Literatur/M/Grimm,+Jacob+und+Wilhelm/M%C3%A4rchen/Kinder-+und+Hausm%C3%A4rchen+(1812-15)/Zweiter+Band/7.+Die+Rabe			Es war einmal eine Mutter mit einem Töchterchen, das war noch klein und wurde noch auf dem Arm getragen.
309	191	32	Märchen	1812–1815	Die kluge Bauerntochter	Jacob und Wilhelm Grimm	http://www.zeno.org/Literatur/M/Grimm,+Jacob+und+Wilhelm/M%C3%A4rchen/Kinder-+und+Hausm%C3%A4rchen+(1812-15)/Zweiter+Band/8.+Die+kluge+Bauerntochter			Es war einmal ein armer Bauer, der hatte kein Land, nur ein kleines Häuschen und eine alleinige Tochter, da sprach die Tochter: »wir sollten den Herrn König um ein Stückchen Rottland bitten.«
310	250	44	Märchen	1812–1815	Der Geist im Glas	Jacob und Wilhelm Grimm	http://www.zeno.org/Literatur/M/Grimm,+Jacob+und+Wilhelm/M%C3%A4rchen/Kinder-+und+Hausm%C3%A4rchen+(1812-15)/Zweiter+Band/9.+Der+Geist+im+Glas			Es ließ ein Mann seinen Sohn studiren, wie der ein paar Schulen durchstudirt hatte, konnte der Vater nichts mehr an ihn verwenden; da ließ er ihn zu sich kommen und sprach: »du weißt, unser Vermögen ist aufgegangen, ich kann nichts mehr an dir thun.«
311	93	18	Märchen	1812–1815	Das Wasser des Lebens	Jacob und Wilhelm Grimm	http://www.zeno.org/Literatur/M/Grimm,+Jacob+und+Wilhelm/M%C3%A4rchen/Kinder-+und+Hausm%C3%A4rchen+(1812-15)/Zweiter+Band/11.+Das+Wasser+des+Lebens			Es war einmal ein König, der ward krank und glaubte niemand, daß er mit dem Leben davon käme.
312	146	28	Märchen	1812–1815	Doctor Allwissend	Jacob und Wilhelm Grimm	http://www.zeno.org/Literatur/M/Grimm,+Jacob+und+Wilhelm/M%C3%A4rchen/Kinder-+und+Hausm%C3%A4rchen+(1812-15)/Zweiter+Band/12.+Doctor+Allwissend			Es war einmal ein armer Bauer Namens Krebs, der fuhr mit zwei Ochsen ein Fuder Holz in die Stadt und verkaufte es für zwei Thaler an einen Doctor.
313	112	20	Märchen	1812–1815	Der Froschprinz	Jacob und Wilhelm Grimm	http://www.zeno.org/Literatur/M/Grimm,+Jacob+und+Wilhelm/M%C3%A4rchen/Kinder-+und+Hausm%C3%A4rchen+(1812-15)/Zweiter+Band/13.+Der+Froschprinz			Es war einmal ein König, der hatte drei Töchter, in seinem Hof aber stand ein Brunnen mit schönem klarem Wasser.
314	81	14	Märchen	1812–1815	Des Teufels rußiger Bruder	Jacob und Wilhelm Grimm	http://www.zeno.org/Literatur/M/Grimm,+Jacob+und+Wilhelm/M%C3%A4rchen/Kinder-+und+Hausm%C3%A4rchen+(1812-15)/Zweiter+Band/14.+Des+Teufels+ru%C3%9Figer+Bruder			Ein abgedankter Soldat hatte nichts zu leben und wußte sich nicht mehr zu helfen.
315	186	32	Märchen	1812–1815	Der Teufel Grünrock	Jacob und Wilhelm Grimm	http://www.zeno.org/Literatur/M/Grimm,+Jacob+und+Wilhelm/M%C3%A4rchen/Kinder-+und+Hausm%C3%A4rchen+(1812-15)/Zweiter+Band/15.+Der+Teufel+Gr%C3%BCnrock			Es waren drei Brüder, die stießen den jüngsten immer zurück und als sie ausgehen und in die Welt ziehen wollten, sprachen sie zu ihm: »wir brauchen dich nicht, du kannst allein wandern.«
316	193	36	Märchen	1812–1815	Der Zaunkönig und der Bär	Jacob und Wilhelm Grimm	http://www.zeno.org/Literatur/M/Grimm,+Jacob+und+Wilhelm/M%C3%A4rchen/Kinder-+und+Hausm%C3%A4rchen+(1812-15)/Zweiter+Band/16.+Der+Zaunk%C3%B6nig+und+der+B%C3%A4r			Zur Sommerszeit gingen einmal der Bär und der Wolf im Wald spaziren, da hörte der Bär so schönen Gesang von einem Vogel und sprach: »Bruder Wolf, was ist das für ein Vogel, der so schön singt?«
317	113	20	Märchen	1812–1815	Vom süßen Brei	Jacob und Wilhelm Grimm	http://www.zeno.org/Literatur/M/Grimm,+Jacob+und+Wilhelm/M%C3%A4rchen/Kinder-+und+Hausm%C3%A4rchen+(1812-15)/Zweiter+Band/17.+Vom+s%C3%BC%C3%9Fen+Brei			Es war einmal ein armes, frommes Mädchen, das lebte mit seiner Mutter allein und sie hatten nichts mehr zu essen.
318	118	24	Märchen	1812–1815	Die treuen Thiere	Jacob und Wilhelm Grimm	http://www.zeno.org/Literatur/M/Grimm,+Jacob+und+Wilhelm/M%C3%A4rchen/Kinder-+und+Hausm%C3%A4rchen+(1812-15)/Zweiter+Band/18.+Die+treuen+Thiere			Es war einmal ein Mann, der hatte gar nicht viel Geld; mit dem wenigen, das ihm übrig blieb, zog er in die weite Welt.
319	116	21	Märchen	1812–1815	Mährchen von der Unke	Jacob und Wilhelm Grimm	http://www.zeno.org/Literatur/M/Grimm,+Jacob+und+Wilhelm/M%C3%A4rchen/Kinder-+und+Hausm%C3%A4rchen+(1812-15)/Zweiter+Band/19.+M%C3%A4hrchen+von+der+Unke/1.			Ein Kind saß vor der Hausthüre auf der Erde und hatte sein Schüsselchen mit Milch und Weckbrocken neben sich und aß.
320	102	17	Märchen	1812–1815	Der arme Müllerbursch und das Kätzchen	Jacob und Wilhelm Grimm	http://www.zeno.org/Literatur/M/Grimm,+Jacob+und+Wilhelm/M%C3%A4rchen/Kinder-+und+Hausm%C3%A4rchen+(1812-15)/Zweiter+Band/20.+Der+arme+M%C3%BCllerbursch+und+das+K%C3%A4tzchen			In einer Mühle dienten einmal drei Müllerbursche, worin nur ein alter Müller lebte ohne Frau und Kind.
321	162	25	Märchen	1812–1815	Die Krähen	Jacob und Wilhelm Grimm	http://www.zeno.org/Literatur/M/Grimm,+Jacob+und+Wilhelm/M%C3%A4rchen/Kinder-+und+Hausm%C3%A4rchen+(1812-15)/Zweiter+Band/21.+Die+Kr%C3%A4hen			Es hatte ein rechtschaffener Soldat etwas Geld verdient und zusammen gespart, weil er fleißig war und es nicht, wie die andern, in den Wirthshäusern durchbrachte.
322	182	33	Märchen	1812–1815	Hans mein Igel	Jacob und Wilhelm Grimm	http://www.zeno.org/Literatur/M/Grimm,+Jacob+und+Wilhelm/M%C3%A4rchen/Kinder-+und+Hausm%C3%A4rchen+(1812-15)/Zweiter+Band/22.+Hans+mein+Igel			Es war ein reicher Bauer, der hatte mit seiner Frau keine Kinder; öfters, wenn er mit den andern Bauern in die Stadt ging, spotteten sie ihn und fragten, warum er keine Kinder hätte.
323	114	22	Märchen	1812–1815	Das Todtenhemdchen	Jacob und Wilhelm Grimm	http://www.zeno.org/Literatur/M/Grimm,+Jacob+und+Wilhelm/M%C3%A4rchen/Kinder-+und+Hausm%C3%A4rchen+(1812-15)/Zweiter+Band/23.+Das+Todtenhemdchen			Es hatte eine Mutter ein Büblein von sieben Jahren, das war schön und sie hatte es lieber, wie alles auf der Welt.
324	132	23	Märchen	1812–1815	Der Jud' im Dorn	Jacob und Wilhelm Grimm	http://www.zeno.org/Literatur/M/Grimm,+Jacob+und+Wilhelm/M%C3%A4rchen/Kinder-+und+Hausm%C3%A4rchen+(1812-15)/Zweiter+Band/24.+Der+Jud'+im+Dorn			Ein Bauer hatte einen gar getreuen und fleißigen Knecht, der diente ihm schon drei Jahre, ohne daß er ihm seinen Lohn bezahlt hatte.
325	151	25	Märchen	1812–1815	Der gelernte Jäger	Jacob und Wilhelm Grimm	http://www.zeno.org/Literatur/M/Grimm,+Jacob+und+Wilhelm/M%C3%A4rchen/Kinder-+und+Hausm%C3%A4rchen+(1812-15)/Zweiter+Band/25.+Der+gelernte+J%C3%A4ger			Es war einmal ein junger Bursch, der hatte die Schlosserhandthierung gelernt und sprach zu seinem Vater, er müßte in die Welt gehen und sich versuchen.
326	237	47	Märchen	1812–1815	Der Dreschflegel vom Himmel	Jacob und Wilhelm Grimm	http://www.zeno.org/Literatur/M/Grimm,+Jacob+und+Wilhelm/M%C3%A4rchen/Kinder-+und+Hausm%C3%A4rchen+(1812-15)/Zweiter+Band/26.+Der+Dreschflegel+vom+Himmel			Es zog einmal ein Bauer mit einem Paar Ochsen zum Pflügen aus, als er auf's Land kam, da fingen den beiden Thieren die Hörner an zu wachsen, wuchsen fort und als er nach Haus will, sind sie so groß, daß er nicht mit zum Thor hinein kann.
327	170	30	Märchen	1812–1815	Vom klugen Schneiderlein	Jacob und Wilhelm Grimm	http://www.zeno.org/Literatur/M/Grimm,+Jacob+und+Wilhelm/M%C3%A4rchen/Kinder-+und+Hausm%C3%A4rchen+(1812-15)/Zweiter+Band/28.+Vom+klugen+Schneiderlein			Es war einmal eine Prinzessin gewaltig stolz; kam ein Freier, so gab sie ihm etwas zu rathen auf, und wenn er's nicht errathen konnte, so ward er mit Spott fortgeschickt.
328	177	31	Märchen	1812–1815	Die klare Sonne bringt's an den Tag	Jacob und Wilhelm Grimm	http://www.zeno.org/Literatur/M/Grimm,+Jacob+und+Wilhelm/M%C3%A4rchen/Kinder-+und+Hausm%C3%A4rchen+(1812-15)/Zweiter+Band/29.+Die+klare+Sonne+bringt's+an+den+Tag			Ein Schneidergesell reiste in der Welt auf sein Handwerk herum; nun konnt' er einmal keine Arbeit finden und war die Armuth bei ihm so groß, daß er keinen Heller Zehrgeld hatte.
329	142	26	Märchen	1812–1815	Das blaue Licht	Jacob und Wilhelm Grimm	http://www.zeno.org/Literatur/M/Grimm,+Jacob+und+Wilhelm/M%C3%A4rchen/Kinder-+und+Hausm%C3%A4rchen+(1812-15)/Zweiter+Band/30.+Das+blaue+Licht			Es war einmal ein König, der hatte einen Soldaten zum Diener, wie der ganz alt wurde und unbrauchbar, schickte er ihn fort und gab ihm nichts.
330	80	14	Märchen	1812–1815	Von einem eigensinnigen Kinde	Jacob und Wilhelm Grimm	http://www.zeno.org/Literatur/M/Grimm,+Jacob+und+Wilhelm/M%C3%A4rchen/Kinder-+und+Hausm%C3%A4rchen+(1812-15)/Zweiter+Band/31.+Von+einem+eigensinnigen+Kinde			Es war einmal ein Kind eigensinnig und that nicht was seine Mutter haben wollte.
331	133	21	Märchen	1812–1815	Die drei Feldscherer	Jacob und Wilhelm Grimm	http://www.zeno.org/Literatur/M/Grimm,+Jacob+und+Wilhelm/M%C3%A4rchen/Kinder-+und+Hausm%C3%A4rchen+(1812-15)/Zweiter+Band/32.+Die+drei+Feldscherer			Drei Feldscherer reisten in der Welt, meinten ihre Kunst ausgelernt zu haben und kamen in ein Wirthshaus, wo sie übernachten wollten.
332	98	14	Märchen	1812–1815	Der Faule und der Fleißige	Jacob und Wilhelm Grimm	http://www.zeno.org/Literatur/M/Grimm,+Jacob+und+Wilhelm/M%C3%A4rchen/Kinder-+und+Hausm%C3%A4rchen+(1812-15)/Zweiter+Band/33.+Der+Faule+und+der+Flei%C3%9Fige			Es waren einmal zwei Handwerkspursche, die wanderten zusammen und gelobten bei einander zu halten.
333	119	19	Märchen	1812–1815	Die drei Handwerkspurschen	Jacob und Wilhelm Grimm	http://www.zeno.org/Literatur/M/Grimm,+Jacob+und+Wilhelm/M%C3%A4rchen/Kinder-+und+Hausm%C3%A4rchen+(1812-15)/Zweiter+Band/34.+Die+drei+Handwerkspurschen			Es waren drei Handwerkspursche, die hatten es verabredet, immer mit einander zu wandern und in Einer Stadt zu arbeiten.
334	148	25	Märchen	1812–1815	Die himmlische Hochzeit	Jacob und Wilhelm Grimm	http://www.zeno.org/Literatur/M/Grimm,+Jacob+und+Wilhelm/M%C3%A4rchen/Kinder-+und+Hausm%C3%A4rchen+(1812-15)/Zweiter+Band/35.+Die+himmlische+Hochzeit			Es war einmal ein armer Bauerjung' in der Kirche und hörte, wie der Pfarrer sprach: »wer da will in's Himmelreich kommen, muß immer geradaus gehen.«
335	217	37	Märchen	1812–1815	Die lange Nase	Jacob und Wilhelm Grimm	http://www.zeno.org/Literatur/M/Grimm,+Jacob+und+Wilhelm/M%C3%A4rchen/Kinder-+und+Hausm%C3%A4rchen+(1812-15)/Zweiter+Band/36.+Die+lange+Nase			Es waren drei alte abgedankte Soldaten, die waren so alt, daß sie auch keine Libermilch mehr heißen konnten, da schickte sie der König fort, gab ihnen keine Pension, hatten sie nichts zu leben und mußten betteln gehn.
336	299	50	Märchen	1812–1815	Die Alte im Wald	Jacob und Wilhelm Grimm	http://www.zeno.org/Literatur/M/Grimm,+Jacob+und+Wilhelm/M%C3%A4rchen/Kinder-+und+Hausm%C3%A4rchen+(1812-15)/Zweiter+Band/37.+Die+Alte+im+Wald			Es fuhr einmal ein armes Dienstmädchen mit seiner Herrschaft durch einen großen Wald, und als sie mitten darin waren, kamen Räuber hervor und ermordeten, wen sie fanden; da kam alles mit einander um, nur das Mädchen nicht, das war aus dem Wagen gesprungen und hatte sich hinter einen Baum verborgen.
337	100	19	Märchen	1812–1815	Die drei Brüder	Jacob und Wilhelm Grimm	http://www.zeno.org/Literatur/M/Grimm,+Jacob+und+Wilhelm/M%C3%A4rchen/Kinder-+und+Hausm%C3%A4rchen+(1812-15)/Zweiter+Band/38.+Die+drei+Br%C3%BCder			Es war ein Mann, der hatte drei Söhne und weiter nichts im Vermögen, als sein Haus, worin er wohnte.
338	159	28	Märchen	1812–1815	Der Teufel und seine Großmutter	Jacob und Wilhelm Grimm	http://www.zeno.org/Literatur/M/Grimm,+Jacob+und+Wilhelm/M%C3%A4rchen/Kinder-+und+Hausm%C3%A4rchen+(1812-15)/Zweiter+Band/39.+Der+Teufel+und+seine+Gro%C3%9Fmutter			Es war ein großer Krieg und der König gab seinen Soldaten wenig Gold, so daß sie nicht davon leben konnten; da thaten sich drei zusammen und wollten ausreißen.
339	150	26	Märchen	1812–1815	Der Eisen-Ofen	Jacob und Wilhelm Grimm	http://www.zeno.org/Literatur/M/Grimm,+Jacob+und+Wilhelm/M%C3%A4rchen/Kinder-+und+Hausm%C3%A4rchen+(1812-15)/Zweiter+Band/41.+Der+Eisen-Ofen			Zur Zeit, wo das Wünschen noch geholfen hat, ward ein Prinz von einer alten Hexe verwünscht, daß er im Walde in einem großen Eisen-Ofen sitzen sollte.
340	268	50	Märchen	1812–1815	Die faule Spinnerin	Jacob und Wilhelm Grimm	http://www.zeno.org/Literatur/M/Grimm,+Jacob+und+Wilhelm/M%C3%A4rchen/Kinder-+und+Hausm%C3%A4rchen+(1812-15)/Zweiter+Band/42.+Die+faule+Spinnerin			Auf einem Dorfe lebte ein Mann und eine Frau, und die Frau war so faul, daß sie immer nichts arbeiten wollte und was ihr der Mann zu spinnen gab, das spann sie nicht fertig und was sie auch spann, haspelte sie nicht, sondern ließ alles auf dem Klauel gewickelt liegen.
341	105	19	Märchen	1812–1815	Der Löwe und der Frosch	Jacob und Wilhelm Grimm	http://www.zeno.org/Literatur/M/Grimm,+Jacob+und+Wilhelm/M%C3%A4rchen/Kinder-+und+Hausm%C3%A4rchen+(1812-15)/Zweiter+Band/43.+Der+L%C3%B6we+und+der+Frosch			Es war ein König und eine Königin, die hatten einen Sohn und eine Tochter, die hatten sich herzlich lieb.
342	260	39	Märchen	1812–1815	Der Soldat und der Schreiner	Jacob und Wilhelm Grimm	http://www.zeno.org/Literatur/M/Grimm,+Jacob+und+Wilhelm/M%C3%A4rchen/Kinder-+und+Hausm%C3%A4rchen+(1812-15)/Zweiter+Band/44.+Der+Soldat+und+der+Schreiner			Es wohnten in einer Stadt zwei Tischler, deren Häuser stießen aneinander und jeder hatte einen Sohn; die Kinder waren immer beisammen, spielten miteinander und hießen darum das Messerchen und Gäbelchen, die auch immer nebeneinander auf den Tisch gelegt werden.
343	29	4	Märchen	1812–1815	Die schöne Katrinelje und Pif, Paf, Poltrie	Jacob und Wilhelm Grimm	http://www.zeno.org/Literatur/M/Grimm,+Jacob+und+Wilhelm/M%C3%A4rchen/Kinder-+und+Hausm%C3%A4rchen+(1812-15)/Zweiter+Band/45.+Die+sch%C3%B6ne+Katrinelje+und+Pif,+Paf,+Poltrie			»Guten Tag, Vater Hollenthe!«
344	385	70	Märchen	1812–1815	Der Fuchs und das Pferd	Jacob und Wilhelm Grimm	http://www.zeno.org/Literatur/M/Grimm,+Jacob+und+Wilhelm/M%C3%A4rchen/Kinder-+und+Hausm%C3%A4rchen+(1812-15)/Zweiter+Band/46.+Der+Fuchs+und+das+Pferd			Es hatte ein Bauer ein treues Pferd, das war alt geworden, und konnte keine Dienste mehr thun, da wollt ihm sein Herr nichts mehr zu fressen geben und sprach: »brauchen kann ich dich freilich nicht mehr, indeß zeigst du dich noch so stark, daß du mir einen Löwen hierher bringst, so will ich dich behalten, jetzt aber mach dich fort aus meinem Stall;« und jagte es damit weit ins Feld.
345	330	55	Märchen	1812–1815	Die zertanzten Schuhe	Jacob und Wilhelm Grimm	http://www.zeno.org/Literatur/M/Grimm,+Jacob+und+Wilhelm/M%C3%A4rchen/Kinder-+und+Hausm%C3%A4rchen+(1812-15)/Zweiter+Band/47.+Die+zertanzten+Schuhe			Es war einmal ein König, der hatte zwölf Töchter, eine immer schöner als die andere, die hatten ihre zwölf Betten zusammen in einem Saal, und wann sie waren schlafen gegangen, wurde die Thüre verschlossen und verriegelt, und doch waren jeden Morgen ihre Schuhe zertanzt und wußte niemand, wo sie gewesen und wie es zugegangen war.
346	268	46	Märchen	1812–1815	Die sechs Diener	Jacob und Wilhelm Grimm	http://www.zeno.org/Literatur/M/Grimm,+Jacob+und+Wilhelm/M%C3%A4rchen/Kinder-+und+Hausm%C3%A4rchen+(1812-15)/Zweiter+Band/48.+Die+sechs+Diener			Eine alte Königin, die war eine Zauberin, und hatte die allerschönste Tochter unter der Sonne, wenn aber ein Freier kam, so gab sie ihm einen Bund auf, und konnt' er den nicht herausbringen, so war keine Gnade, er mußt' niederknien und das Haupt ward ihm abgeschlagen.
347	81	13	Märchen	1812–1815	Die weiße und schwarze Braut	Jacob und Wilhelm Grimm	http://www.zeno.org/Literatur/M/Grimm,+Jacob+und+Wilhelm/M%C3%A4rchen/Kinder-+und+Hausm%C3%A4rchen+(1812-15)/Zweiter+Band/49.+Die+wei%C3%9Fe+und+schwarze+Braut			Eine Frau ging mit ihrer Tochter und Stieftochter über Feld, Futter zu schneiden.
348	208	35	Märchen	1812–1815	Das Lämmchen und Fischchen	Jacob und Wilhelm Grimm	http://www.zeno.org/Literatur/M/Grimm,+Jacob+und+Wilhelm/M%C3%A4rchen/Kinder-+und+Hausm%C3%A4rchen+(1812-15)/Zweiter+Band/55.+Das+L%C3%A4mmchen+und+Fischchen			Es war einmal ein Brüderchen und Schwesterchen, die hatten sich herzlich lieb, ihre rechte Mutter war aber todt und sie hatten eine Stiefmutter, die war ihnen nicht gut, und that ihnen heimlich alles Leid an.
349	54	10	Märchen	1812–1815	Simeliberg	Jacob und Wilhelm Grimm	http://www.zeno.org/Literatur/M/Grimm,+Jacob+und+Wilhelm/M%C3%A4rchen/Kinder-+und+Hausm%C3%A4rchen+(1812-15)/Zweiter+Band/56.+Simeliberg			Es waren zwei Brüder, einer war reich, der andere arm.
350	146	27	Märchen	1812–1815	Die Kinder in Hungersnoth	Jacob und Wilhelm Grimm	http://www.zeno.org/Literatur/M/Grimm,+Jacob+und+Wilhelm/M%C3%A4rchen/Kinder-+und+Hausm%C3%A4rchen+(1812-15)/Zweiter+Band/57.+Die+Kinder+in+Hungersnoth			Es war einmal eine Frau mit ihren zwei Töchtern in solche Armuth gerathen, daß sie auch nicht ein Bischen Brot mehr in den Mund zu stecken hatten.
351	120	21	Märchen	1812–1815	Das Eselein	Jacob und Wilhelm Grimm	http://www.zeno.org/Literatur/M/Grimm,+Jacob+und+Wilhelm/M%C3%A4rchen/Kinder-+und+Hausm%C3%A4rchen+(1812-15)/Zweiter+Band/58.+Das+Eselein			Es lebte einmal ein König und eine Königin, die waren reich, und hatten alles, was sie sich wünschten, nur keine Kinder.
352	266	48	Märchen	1812–1815	Der undankbare Sohn	Jacob und Wilhelm Grimm	http://www.zeno.org/Literatur/M/Grimm,+Jacob+und+Wilhelm/M%C3%A4rchen/Kinder-+und+Hausm%C3%A4rchen+(1812-15)/Zweiter+Band/59.+Der+undankbare+Sohn			Es saß einmal ein Mann mit seiner Frau vor der Hausthür, und hatten ein gebraten Huhn vor sich stehen, und wollten das zusammen verzehren, da sah der Mann, wie sein alter Vater daher kam, geschwind nahm er das Huhn und versteckte es, weil er ihm nichts davon gönnte.
353	103	18	Märchen	1812–1815	Die Rübe	Jacob und Wilhelm Grimm	http://www.zeno.org/Literatur/M/Grimm,+Jacob+und+Wilhelm/M%C3%A4rchen/Kinder-+und+Hausm%C3%A4rchen+(1812-15)/Zweiter+Band/60.+Die+R%C3%BCbe			Es waren einmal zwei Brüder, die lebten beide im Soldatenstand, und war der eine reich, der andere arm.
354	129	23	Märchen	1812–1815	Das junggeglühte Männlein	Jacob und Wilhelm Grimm	http://www.zeno.org/Literatur/M/Grimm,+Jacob+und+Wilhelm/M%C3%A4rchen/Kinder-+und+Hausm%C3%A4rchen+(1812-15)/Zweiter+Band/61.+Das+junggegl%C3%BChte+M%C3%A4nnlein			Zur Zeit da unser Herr noch auf Erden ging, kehrte er eines Abends, sammt Peter, bei einem Schmied ein, und bekam willig Herberg.
355	231	38	Märchen	1812–1815	Des Herrn und des Teufels Gethier	Jacob und Wilhelm Grimm	http://www.zeno.org/Literatur/M/Grimm,+Jacob+und+Wilhelm/M%C3%A4rchen/Kinder-+und+Hausm%C3%A4rchen+(1812-15)/Zweiter+Band/62.+Des+Herrn+und+des+Teufels+Gethier			Gott der Herr hatte alle Thiere erschaffen und sich die Wölfe zu seinen Hunden auserwählet; blos den Geis hatte er vergessen, da richtete sich der Teufel an, wollte auch schaffen, und machte die Geise, mit feinen, langen Schwänzen.
356	221	37	Märchen	1812–1815	Der Hahnenbalken	Jacob und Wilhelm Grimm	http://www.zeno.org/Literatur/M/Grimm,+Jacob+und+Wilhelm/M%C3%A4rchen/Kinder-+und+Hausm%C3%A4rchen+(1812-15)/Zweiter+Band/63.+Der+Hahnenbalken			Es war einmal ein Zauberer, der stand mitten in einer großen Menge Volks und vollbrachte seine Wunderdinge, da ließ er auch einen Hahn einher schreiten, der hob einen schweren Balken und trug ihn, als wär' er federleicht.
357	82	16	Märchen	1812–1815	Die alte Bettelfrau	Jacob und Wilhelm Grimm	http://www.zeno.org/Literatur/M/Grimm,+Jacob+und+Wilhelm/M%C3%A4rchen/Kinder-+und+Hausm%C3%A4rchen+(1812-15)/Zweiter+Band/64.+Die+alte+Bettelfrau			Es war einmal eine alte Frau, du hast wohl ehe eine alte Frau seh'n betteln geh'n?
358	135	24	Märchen	1812–1815	Die drei Faulen	Jacob und Wilhelm Grimm	http://www.zeno.org/Literatur/M/Grimm,+Jacob+und+Wilhelm/M%C3%A4rchen/Kinder-+und+Hausm%C3%A4rchen+(1812-15)/Zweiter+Band/65.+Die+drei+Faulen			Ein König hatte drei Söhne, die waren ihm alle gleich lieb, und er wußte nicht, welchen er zum König nach seinem Tode bestimmen sollte.
359	165	29	Märchen	1812–1815	Die heilige Frau Kummerniß	Jacob und Wilhelm Grimm	http://www.zeno.org/Literatur/M/Grimm,+Jacob+und+Wilhelm/M%C3%A4rchen/Kinder-+und+Hausm%C3%A4rchen+(1812-15)/Zweiter+Band/66.+Die+heilige+Frau+Kummerni%C3%9F			Es war einmal eine fromme Jungfrau, die gelobte Gott, nicht zu heirathen, und war wunderschön, so daß es ihr Vater nicht zugeben und sie gern zur Ehe zwingen wollte.
360	474	80	Märchen	1812–1815	Das Märchen vom Schlauraffenland	Jacob und Wilhelm Grimm	http://www.zeno.org/Literatur/M/Grimm,+Jacob+und+Wilhelm/M%C3%A4rchen/Kinder-+und+Hausm%C3%A4rchen+(1812-15)/Zweiter+Band/67.+Das+M%C3%A4rchen+vom+Schlauraffenland			In der Schlauraffenzeit da ging ich und sah an einem kleinen Seidenfaden hing Rom und der Lateran, und ein fußloser Mann, der überlief ein schnelles Pferd, und ein bitterscharfes Schwert eine Brücke durchhauen; da sah ich einen jungen Esel mit einer silbernen Nase der jug hinter zwei schnellen Hasen her, und eine Linde, die war breit, auf der wuchsen heiße Fladen, da sah ich eine alte dürre Geis, trug wohl hundert Fuder Schmalzes an ihrem Leibe und sechzig Fuder Salzes.
