id	length	tokens	group	pubYear	title	author	source	lat	lon	incipit	
84	210	32	Roman	1855	Ekkehard	Joseph Victor von Scheffel	https://www.deutschestextarchiv.de/book/view/scheffel_ekkehard_1855?p=0011			Dies Buch ward verfaßt in dem guten Glauben, daß es weder der Geſchichtſchreibung noch der Poeſie etwas ſchaden kann, wenn ſie innige Freundſchaft mit einander ſchließen und ſich zu gemeinſamer Arbeit vereinen.
85	119	17	Roman	1789	Der Geisterseher	Friedrich Schiller	https://www.deutschestextarchiv.de/book/view/schiller_geisterseher_1789?p=0011			Ich erzähle eine Begebenheit, die vielen unglaublich ſcheinen wird, und von der ich großentheils ſelbſt Augenzeuge war.
86	53	8	Roman	1801	Florentin	Dorothea von Schlegel	https://www.deutschestextarchiv.de/book/view/veitschlegel_florentin_1801?p=0011			Es war an einem der erſten ſchoͤnen Fruͤhlingsmorgen.
87	323	56	Roman	1799	Lucinde	Friedrich von Schlegel	https://www.deutschestextarchiv.de/book/view/schlegel_lucinde_1799?p=0010			Die Menſchen und was ſie wollen und thun, erſchienen mir, wenn ich mich daran erinnerte, wie aſchgraue Figuren ohne Bewegung: aber in der heiligen Einſamkeit um mich her war alles Licht und Farbe und ein friſcher warmer Hauch von Leben und Liebe wehte mich an und rauſchte und regte ſich in allen Zweigen des üppigen Hains.
88	158	23	Roman	1846	Der Prophet	Amalie Schoppe	https://www.deutschestextarchiv.de/book/view/schoppe_prophet01_1846?p=0009			Die bereits im Weſten verſinkende Abendſonne verſandte noch gluthgetränkte Strahlen auf die üppigen Fluren, in denen kein Laut, kein Ton das Leben verkündete.
89	70	13	Roman	1887	Etiquette	Ossip Schubin	https://www.deutschestextarchiv.de/book/view/schubin_etiquette_1887?p=0009			Die alten Götter sind todt – der Glaube ist verschwunden von der Welt.
90	172	25	Roman	1861	Problematische Naturen	Friedrich Spielhagen	https://www.deutschestextarchiv.de/book/view/spielhagen_problematische01_1861?p=0011			Es war an einem warmen Juniabend des Jahres 184., als ein mit zwei ſchwerfälligen Braunen beſpannter Stuhlwagen mühſam in dem tiefen Sandwege eines Tannenforſtes dahinfuhr.
91	241	38	Roman	1796	Biographien der Wahnsinnigen	Christian Heinrich Spiess	https://www.deutschestextarchiv.de/book/view/spiess_biographien01_1796?p=0015			Heiter gieng am Abende des letzten Aprils die Sonne unter, rein und glaͤnzend ſtieg ſie am folgenden Morgen uͤber die Gebirge empor, und verkuͤndigte mit freundlichem Blicke der erwachenden Erde, daß mit ihr der junge, blumenreiche Mai nahe.
92	171	27	Roman	1880	Heidi's Lehr- und Wanderjahre	Johanna Spyri	https://www.deutschestextarchiv.de/book/view/spyri_heidi_1880?p=0011	47.00577	9.53079	Vom freundlichen Dorfe Mayenfeld führt ein Fußweg durch grüne, baumreiche Fluren bis zum Fuße der Höhen, die von dieſer Seite groß und ernſt auf das Thal herniederſchauen.
93	28	5	Roman	1857	Der Nachsommer	Adalbert Stifter	https://www.deutschestextarchiv.de/book/view/stifter_nachsommer01_1857?p=0015			Mein Vater war ein Kaufmann.
94	11	2	Roman	1905	Das Gelübde einer dreißigjährigen Frau	Marie Tihanyi Sturza	https://www.deutschestextarchiv.de/book/view/sturza_geluebde_1905?p=0002			„Anna! […]“
95	117	22	Roman	1798	Franz Sternbalds Wanderungen	Ludwig Tieck	https://www.deutschestextarchiv.de/book/view/tieck_sternbald01_1798?p=14			So ſind wir denn nun endlich aus den Thoren der Stadt, ſagte Sebaſtian, in dem er ſtille ſtand und ſich freier umſah.
96	57	11	Roman	1795	William Lovell	Ludwig Tieck	https://www.deutschestextarchiv.de/book/view/tieck_lovell01_1795?p=0015			Wie koͤmmt es denn in aller Welt, daß Du nicht ſchreibſt?
97	64	12	Roman	1879	Auch Einer	Friedrich Theodor von Vischer	https://www.deutschestextarchiv.de/book/view/vischer_auch01_1879?p=0014			Auch Einer von denjenigen nemlich — — — kurz, man verſteht mich.
98	57	7	Roman	1909	Beate und Mareile	Eduard von Keyserling	https://www.deutschestextarchiv.de/book/view/keyserling_beatemareile_1903?p=0007			Aus dem Badezimmer erscholl ein gleichmäßiges Plätschern.
99	27	4	Roman	1920	Yoshiwara	Hermione von Preuschen	https://www.deutschestextarchiv.de/book/view/preuschen_yoshiwara_1920?p=0016	52.50367	13.38252	Anhalter Bahnhof in Berlin!
100	81	14	Roman	1810	Ini	Julius von Voß	https://www.deutschestextarchiv.de/book/view/voss_ini_1810?p=0009			Jean Paul ſagt: „Friede mit der Zeit! ſollte man oͤfter in ſich hineinrufen. […]“
101	165	25	Roman	1797	Herzensergießungen eines kunstliebenden Klosterbruders	Wilhelm Heinrich Wackenroder	https://www.deutschestextarchiv.de/book/view/wackenroder_herzensergiessungen_1797?p=0013			In der Einſamkeit eines klöſterlichen Lebens, in der ich nur noch zuweilen dunkel an die entfernte Welt zurückdenke, ſind nach und nach folgende Aufſätze entſtanden.
102	390	61	Roman	1800	Fritz, der Mann wie er nicht seyn sollte […]	Johanna Isabella Eleonore von Wallenrodt	https://www.deutschestextarchiv.de/book/view/wallenrodt_fritz01_1800?p=0007			Wenn mich meine Mutter nicht gewoͤhnt haͤtte, mein theures Jch fuͤr ein aͤußerſt viel bedeutendes Weſen zu halten, welches, wie es ſich auch betragen, oder was es ſich durch boͤſe oder dumme Streiche zuziehen moͤchte, dennoch ſehr in Ehren zu halten waͤre; ſo wuͤrde ich mich ſchwerlich entſchloſſen haben, mein Leben und meine Thaten zur Wiſſenſchaft des reſpektabeln Publikums zu bringen.
103	6	1	Roman	1849	Leben und Thaten des berühmten Ritters Schnapphahnski	Georg Weerth	https://www.deutschestextarchiv.de/book/view/weerth_schnapphahnski_1849?p=21			Gewiß!
104	188	28	Roman	1673	Die drey ärgsten Ertz-Narren	Christian Weise	https://www.deutschestextarchiv.de/book/view/weise_ertznarren_1672?p=0022			FLorindo der Herr ſelbſt/ Gelanor der Hoffmeiſter/ und Eurylas der Verwalter/ zogen mit ihrem Mahler und drey Dienern von dañen/ traffen auch innerhalb acht Tagen wenig denckwuͤrdiges an.
105	53	7	Roman	1776	Belphegor, oder die wahrscheinlichste Geschichte unter der Sonne	Johann Carl Wezel	https://www.deutschestextarchiv.de/book/view/wezel_belphegor01_1776?p=0023			Geh zum Fegefeuer mit deinen Predigten, Wahnwitziger!
106	496	78	Roman	1645	Adriatische Rosemund	Philipp von Zesen	https://www.deutschestextarchiv.de/book/view/zesen_rosemund_1645?p=0017			HAt man ihmahls di Sonne betrůhbt/ und den Nord-ohſt ahtem-lohs geſaͤhen/ ſo iſt es gewuͤslich damahls gewaͤſen/ als ſich Markhold von ſeiner Roſem und ſcheiden und zu ſchiffe nahch Frank-reich begaͤben ſolte: Dan di Sonne/ welche nuhn ehrſt aus ihrem morgen-zimmer haͤrfuͤhr brahch/ wan ſi ja diſes traute Zwei noch mit einem blikke beſaͤhligen wolte; ſo taͤht ſi es nuhr dahruͤm/ daß ſi di traͤhnen diſer Maͤnſch-goͤttin an ſich zühen/ und ihr guldnes geſicht aus mit-leiden entfaͤrben moͤchte.
107	290	41	Roman	1670	Assenat	Philipp von Zesen	https://www.deutschestextarchiv.de/book/view/zesen_assenat_1670?p=0025			DEr liebliche Liljenmohnd war nunmehr vorbei; die Sonnenwaͤnde durch den ruͤkgaͤngigen Kraͤbs geſchehen: der Niel ſtieg immer hoͤher und hoͤher; und Oſiris begunte ſich dem Jungferſchoße ſeiner himliſchen Iſis algemach zu naͤhern/ als der truͤbſeelige Joſef den Ort ſeines elendes erblikte.
108	359	48	Roman	1700	Asiatische Banise	Heinrich Anshelm von Ziegler und Kliphausen	https://www.deutschestextarchiv.de/book/view/kliphausen_helikon_1689?p=0021			BLitz/ Donner/ und Hagel/ als die raͤchenden Werckzeuge des gerechten Himmels/ zerſchmettere den Pracht deiner Gold-bedeckten Thuͤrme/ und die Rache der Goͤtter verzehre alle Beſitzer der Stadt: welche den Untergang des Koͤniglichen Hauſes befoͤrdert/ oder nicht ſolchen nach euſerſtem Vermoͤgen/ auch mit Darſetzung ihres Blutes/ gebuͤhrend verhindert haben.
